"","BF","BFerror","mean","mean.SD","quant.2.5","quant.97.5"
"x",51.2785532051145,5.00240787616651e-10,0.088221822131077,0.0264168708181347,0.0368305317528442,0.140342021602138
"y",0.365808049850075,0.000240636783604296,0.0376283556973616,0.0340379895052084,-0.0288580970217152,0.105024596831815
