"","BF","BFerror","mean","mean.SD","quant.2.5","quant.97.5"
"x",5153.7672700713,4.16186977717913e-13,0.154984330754112,0.0335858163673084,0.0892210165683293,0.220970392530909
"y",845648869292284,9.75496653985356e-23,0.266417444382197,0.0267150400518033,0.213831489986837,0.318738654364297
