"","BF","BFerror","mean","mean.SD","quant.2.5","quant.97.5"
"x",11000668.7171213,5.12822589658481e-12,0.216189074586467,0.0338257735519024,0.149815321495091,0.282252699927639
"y",0.210366106773019,0.000262022735731362,0.00474441183965038,0.0451766964444106,-0.0842196940208332,0.0939085654150438
