"","BF","BFerror","mean","mean.SD","quant.2.5","quant.97.5"
"x",5153.76727007154,4.16187401425733e-13,0.154984330754112,0.0335858163673084,0.0892210165683294,0.220970392530909
"y",845648869292513,9.75497691379433e-23,0.266417444382197,0.0267150400518033,0.213831489986837,0.318738654364297
