"","X1.2","X3.3","X3.52","X3.77","X4.05","X4.21","X4.42","X4.55","X4.6","X4.87","X4.98","X5.28","X5.53","X5.89","X6.37","X7.1","X7.28","X7.47","X7.58","X7.71","X7.83","X7.93","X8.11","X8.21","X8.3","X8.38","X8.51","X8.69","X8.81","X8.89","X11.64","X11.78"
"PPN_239",0.00186375386870265,0.00187831160412245,0.00325321822507785,0.00081427201735168,0.000638305838091396,0.000690313942708245,0.00173670602785655,0.00147836979893809,0.00152571466737568,0.00120737685319006,0.00261197477891293,0.00184606563301352,0.00263969745627418,0.00149495724225621,NA,0.00131092085248286,0.00226855485854313,0.000678957714445386,0.000702858361816974,0.00141234533256035,0.00138980154316215,0.00144102962185137,0.00119218118625562,NA,0.00258281711140056,0.0015285053509089,0.00120729120841461,0.00188625645577312,NA,NA,NA,0.00445841361616067
"PPN_240",0.00786505640980645,0.00548415654586675,0.00650586264650664,0.00245806609437016,0.00174435028178853,0.00410589175279552,0.00350802252941422,0.00379640847559803,0.00108271265423004,0.00530368213169152,0.00392036109936088,0.0044145646236235,0.00435274170155535,0.00776331202997382,0.00402413480381281,0.00268423154146426,0.00367339011228532,0.00319185738346294,0.00348608513031098,0.00311680146405487,0.00471132498205766,0.00178021473448401,0.00353900642496931,0.00237601946758575,0.00543320838742686,0.0045723558847769,0.00871562992683019,NA,0.00837838399248962,0.00743129577185018,0.00281072281969614,0.00522765832892798
"PPN_241",NA,0.000726824775403668,0.00275596009517375,0.000423181022871621,0.000304706373919897,0.000474456410290932,0.0026459998680111,0.00117421316757676,0.00130665118513603,0.000630327535888537,0.00247468003865392,0.00133110938620405,0.00150685685769326,0.00233131961701982,0.00229163339787798,0.000541478439176025,0.00122775478973259,0.000608055923859441,0.00104050788018727,NA,0.0019007794815288,0.00128879439935452,0.00141167624744975,NA,0.00186372239119403,0.00225640727819092,0.00183827605103958,0.00196624307118918,NA,0.00131060937338207,NA,0.0045084783331302
"PPN_242",0.0022694264017034,0.00302656487649291,0.00470855739448741,0.00170580907406368,0.000975033201220086,0.00341136834387908,0.00267777600746442,0.00268771873756058,NA,0.00393476003411475,0.00340216380412206,0.00316181434147535,0.00442272071332032,0.00183824105162025,0.00265352059486535,0.00153626625788636,0.00204776302258505,0.00374881166111776,0.00290141787542968,0.00280465761165147,0.00325129747786743,0.00475167669661011,0.00402176118827313,NA,0.00900089040734282,NA,0.00607041084184088,0.00407800181876427,0.00514316038003605,0.00402202961721229,0.00273167834640635,0.00541135997508126
"PPN_243",NA,0.00097853662103093,0.00236636701497791,0.000637666502112641,0.000244285666062752,0.000507367861403928,0.00171396448971413,0.000855031158709361,0.00117805519529459,0.00117326759145558,0.00250558101016126,0.00247887098742657,0.00249549912628643,0.00144947999181805,0.00128170465673545,0.000460920105570964,0.00138991773675708,0.000586814732551465,0.000838100652224365,0.000827252091250301,0.000812949777252421,0.00112130252519928,0.000972605308057836,NA,0.00284073615697809,NA,NA,NA,NA,0.00324883037997554,NA,0.00440849760303987
"PPN_244",NA,0.00102944810695502,0.00229319842779442,0.000711298076641965,0.000460576368944963,0.000705473619478205,0.00282697781337713,0.0012695330959866,0.00126970486616226,0.00231450217620076,0.00176449259418603,0.00174148223857476,0.00272655389746696,0.00166933359134111,0.00259085476421885,0.000895309317310613,0.0014732018012464,0.000731944719828277,0.00118628721556733,0.00118122631467197,0.00137923589993101,0.00120612114810721,0.00147999931212826,NA,0.00199753905412861,0.00233257268920578,0.00125319823390921,0.00173560903149264,NA,0.00127597427001125,NA,0.00469151689908834
"PPN_245",0.00558687309212657,0.00119461343674403,0.002143159860161,0.000680894292495107,0.000534114519110007,0.0010365839278878,0.00185976027046539,0.00117320412291054,0.00165527737626272,0.0015426416648087,0.00158921364283111,0.00174658591057726,0.0024137705545179,0.00166144105097511,0.00156836999742235,0.0011337967691056,0.00164060725516026,0.00152539454726833,0.0012115218906993,0.00164599430469629,0.00267294681638268,NA,0.00202195575800521,NA,0.00297512888951269,NA,0.0014917262481253,0.0023713383354549,0.00125358635457158,0.00108383342642177,NA,0.00449261765961718
"PPN_247",0.00510712232550192,0.00181236136466831,0.00317050667330011,0.00111572140221997,0.000991341148288783,0.00223582879690627,0.00156420134544742,0.00151671757461913,0.00183163640656813,0.0036637032753087,0.00298167379743591,0.0026688233318775,0.00276353257657412,0.00267218691655021,0.00228132774899378,0.0015788815206285,0.00205151988516897,0.00165628394482428,0.00182803224593268,0.0020974612780188,0.00228429063316256,0.00213602586630616,0.00326053649710754,0.00199733734716366,NA,0.00352779205953014,0.00254534874216518,0.00206765605342023,0.00392011065500053,0.00554664149519571,0.00313852120928517,0.00531821693419063
"PPN_248",NA,0.0014119476215228,0.00209914596090152,0.00087348417213986,0.000733923868335354,0.000990078277324311,0.00223217271816755,0.00181091612963939,NA,0.00120363695730681,0.00216865656184724,0.00191307139166694,0.00313297330950941,0.00213746678975562,0.00310378126210672,0.001015370940015,0.00166580330956318,0.00124769942933612,0.00118079772340461,0.00131480457663417,0.00140953899281195,0.00143430032319751,0.00166793946028195,NA,0.00414576801997571,NA,0.00186671561120958,NA,NA,0.00540230578308798,NA,0.00446479644915629
"PPN_249",NA,0.0012227764775241,0.0031317912209275,0.00060728143113835,0.000400085790307837,0.000334710979542084,0.00269874530127961,0.00134534946743044,0.00158090148246401,NA,0.0036360222075115,0.00209837781871328,0.00377596508275238,0.00500235367416433,0.00351785919889363,0.00148783552894421,0.00230413807429136,0.00209085933637872,0.00193329782021389,0.00204408699973337,0.00195245978590827,0.00250667727498874,0.00290753906246273,NA,0.00390891326406432,0.00326615738229431,0.00271105038378628,0.00172100487624425,0.00263568955650119,0.00159391405478215,NA,0.00437234063915772
"PPN_250",0.00875497711784628,0.00230417053141625,0.00358080334661084,0.00209174906530926,0.00155827002247636,0.00188243408057861,0.00251713485991126,0.00370587923502962,NA,0.00299047967109283,0.00349301557918256,0.00340158664709038,0.0042914967701887,0.00380808871043178,0.00633634847131591,0.0023224573256637,0.00364261149763856,0.00299208400255857,0.00139757794840451,0.00195736410211281,0.00202635291720826,0.00130917496779957,NA,0.0015530421790893,0.00281555647600459,0.002140100562906,0.00226275444123975,0.00196469535974927,0.00311223677496213,NA,0.00247748134335087,0.00530858392624298
"PPN_251",NA,0.00182513195599405,0.00320922517090167,0.0014327503727123,0.00090943187766286,0.000710241507870107,0.00228018643844744,0.00169565834071348,0.00184245582265137,0.00264718868811294,0.00342683961792487,0.00261631079014784,0.00343239664839596,0.00373878104188835,0.00276370309202192,0.00159266900831276,0.00241212630597263,0.00119265689152156,0.00224429961936488,0.00227759752644105,0.00453001299605574,0.00130778671163797,NA,0.00174363775459881,0.00378299521365054,0.00467956009971566,0.00280539524164166,0.00213048199911353,0.00538197879700799,NA,0.00279212554115237,0.0046948241216873
"PPN_253",0.00212892484036033,0.00296648311029882,0.00269510044814102,0.00161363495456932,0.00131739478845627,0.00303047931171856,0.00181512437706737,0.00319117521874586,NA,0.00346830823282019,0.00261162039875242,0.00306744049936308,0.00258960139356699,0.00304952250699523,0.00520580904773665,0.00216590726117172,0.00369817702654642,0.00299832766720825,0.00150486648513741,0.00180047459915278,0.00424971477673402,NA,NA,0.00208150597654771,0.00442706873277538,NA,0.00221497665729367,0.00164720175945112,0.00210435107382876,0.00285627564769916,NA,0.00449972043063101
"PPN_254",0.0024720756962658,0.000691369551267369,0.00217482406723011,0.000983710407119503,0.000388680350713823,0.000376600278966398,0.00160602724807053,0.000892277222620884,0.000898498100644828,0.00303050290128997,0.00168593182854289,0.00172301057675235,0.00225814410785726,0.00129624020455835,0.00173271229899179,0.000657507308472742,0.00104394460067256,0.000591296095299518,0.00119883104376867,0.000564276797988835,0.00256733637860139,NA,0.00160292354349554,NA,0.00403228009558258,NA,NA,NA,0.00186538961638859,NA,NA,0.00420065524723721
"PPN_256",NA,0.00114315778760952,0.00263637652822374,0.00125285173244962,0.000942022179207501,0.000471432704589361,0.00197780764053092,0.00146431172476795,0.00187971678111152,0.00114732664898135,0.00223518981561763,0.00144499596304093,0.00304176257581657,0.0020297369126568,0.00322450042319848,0.00139382015303191,0.00174277085892587,0.000844993021371585,0.00148308605684545,0.0023690051232003,0.00144785619545787,0.00219578799994207,0.0013189254168941,NA,0.0024726962845572,0.00293610863871448,0.00232760322750504,0.00098327880856594,0.00172877511707217,0.00158044549385575,NA,0.00419439829935058
"PPN_257",0.00192360663737455,0.00249633579631359,0.00355917370330318,0.00107213384008386,0.000927451588205565,0.000965537170387747,0.00250024914093417,0.00217006810313013,0.00144470408546169,0.00214451978074948,0.00292129873580589,0.00301759135713922,0.00270599172639631,0.00343751002319391,0.00253022320428463,0.00188265606078532,0.00327964336065289,0.00159934036645703,0.00147161151768565,0.00149061436156719,0.00325338359238242,NA,0.00157143048904032,0.00106791605193662,0.00230168125813062,NA,0.00200424593311379,0.00275822983836873,NA,0.0022844665651029,0.00261374276757759,0.00498590229952776
"PPN_258",0.00449530008800921,0.00156017217732707,0.00297957594034402,0.000730157448266297,0.000378875754483226,0.00103996382062317,0.00211960191083682,0.00110796036434991,0.00164557225698646,0.00267691244393569,0.00222549094030242,0.00238826734657971,0.00365749722984964,0.00596832641888117,NA,0.000888828728780351,0.00179712971985329,0.00202407711507051,NA,0.00234823668692138,0.00385283860679573,NA,0.00204066818364262,0.00228763487799872,0.00558955307593268,NA,0.00278662495922961,0.00446181084452214,NA,0.00266791700936965,0.00462598871806066,0.00510734726938518
"PPN_259",0.00221375254803586,0.00277711823418449,0.00417017781120308,0.00276624327850152,0.00165141539201042,0.00357043614791186,0.00278571798543583,0.00314579362827207,NA,0.00330996293520312,0.00365301790762982,0.0031330136044379,0.0031824745402237,0.00369489046956348,0.00355687323248801,0.00201151916517635,0.00267102817444928,0.00190116871260868,0.00228908575634177,0.00240653048767326,0.00255363081990594,0.00254243583300466,0.0030738166188164,NA,0.00432563117363515,NA,0.00245324158278095,0.002414671284779,NA,0.00313765770881211,0.00289119544846508,0.00537226507413141
"PPN_260",0.00317951088900792,0.00158099319956759,0.00256777894265447,0.000626334459601281,0.000498875668912829,0.000807197933845581,0.0023432536028536,0.00116987830145053,0.001127763534214,0.00246815838865989,0.00233104617514832,0.00102733822082424,0.00208887459793073,0.00223436600413031,0.00199867410669962,0.00115962022613424,0.00173791398109595,0.000991627454502716,0.00116227436436219,0.00117776931338757,0.00133548366058797,0.00113010324628497,0.00151121620083294,NA,0.00230108706470499,0.00246790791777227,0.000601722006432017,0.00123441805818162,NA,0.00148869744562313,0.00260078509583335,0.00515140110120959
