,1.14,1.2,1.29,1.41,1.49,1.58,1.68,1.83,1.88,1.99,2.08,2.2,2.27,2.38,2.47,2.6,2.67,2.8,2.92,2.97,3.09,3.17,3.3,3.4,3.52,3.64,3.77,3.94,4.05,4.21,4.31,4.42,4.55,4.6,4.66,4.72,4.83,4.87,4.98,5.06,5.28,5.44,5.53,5.56,5.72,5.77,5.89,6,6.1,6.18,6.3,6.37,6.5,6.58,6.72,6.76,6.77,7.1,7.28,7.47,7.58,7.71,7.83,7.93,8.02,8.11,8.21,8.3,8.38,8.43,8.51,8.6,8.69,8.74,8.81,8.89,8.94,8.98,9.11,9.19,9.4,9.43,9.45,9.61,9.72,9.8,9.22,10.07,10.18,10.32,10.46,10.85,10.92,11.01,11.11,11.15,11.33,11.38,11.5,11.6,11.64,11.78,11.92,12.25,12.46,12.73
PPN_002,0,4.121308327,0,6.051238537,0,6.338882446,4.679163218,4.6585145,6.297585011,16.84927559,0,0,0,7.234131336,0,0,5.713400364,0,0,6.269382477,6.599921704,6.93046093,96.29914856,0,10.23490047,0,60.41558075,0,2384.856201,145.5680084,0,24.81962585,38.60111237,23.35124207,0,7.811386585,0,45.56858063,58.03862762,0,34.43938828,0,15.10446978,21.02592087,9.543108226,12.28462124,0,16.52967453,0,14.22158909,17.70168734,21.18178558,0,0,8.896983147,0,209.4963226,3319.990234,151.7415619,71.86879158,38.1260128,42.36024475,31.69112015,52.03852844,27.84543991,0,40.07520294,13.77432442,16.57476139,19.37519836,0,0,10.33923817,0,0,2.690730572,0,0,0,1.188782215,2.89551115,0,0,0,0,0,0,0,0,0,0,0,2.368011713,0,0,1.115634441,0,1.363319039,0,0,3.437371492,0,0,0,3.790756941,5.4307971
PPN_003,0,0,0,0,0,4.771868229,0,0,2.581521273,9.354885101,0,1.231436372,0,2.086878777,0,0,0,0,0,1.072197676,2.359220624,3.646243572,89.50363922,0,6.163280964,0,92.37697601,0,3325.638428,119.6557693,0,20.65458679,43.71099377,29.83892632,0,8.065649986,29.25699425,50.8953476,20.05915738,23.08317757,33.24718475,0,13.9800098,22.26724625,8.239169598,7.617892265,0,6.658840418,5.278708935,7.555414677,0,0,18.97507286,0,15.68628407,173.2142663,330.7422485,4919.541992,180.6331635,131.7369537,45.37208367,52.60720444,53.93392563,40.14079666,27.03103828,38.7818985,53.47770691,18.5600071,17.32912827,0,13.02927828,8.729428291,13.73767471,0,4.088075161,3.377847553,2.667619944,7.958889484,0,0,2.58789289,2.263726711,0,0,0,0,0,0.973089933,0,0,0,0,4.194952965,0,0.9441607,1.613145828,0,1.891718149,0,0,3.781393528,0,0,0,3.647929668,5.12930727
PPN_004,0,1.408595562,1.654864073,0,0,3.262274981,0,0,3.066684008,0,4.374085426,0,0,0,0,0,0,0,0,0,0,2.216389418,55.31628036,0,2.943588495,0,25.82470131,0,1707.943481,90.71880341,0,12.31669617,25.99753666,20.20770836,0,0,22.8475709,35.64805984,31.51733208,0,0,13.52491403,4.543209553,19.08244324,0,7.140040874,0,10.45022774,0,7.966474533,0,0,8.986525536,6.810801506,5.374217987,79.73711204,154.1000061,2603.660645,101.4859695,74.78178788,28.67318154,29.17325211,37.26652527,25.84233856,35.22848511,37.0687294,15.98609638,15.66373444,15.34137249,0,0,7.719990253,12.30849266,0,9.129353762,5.396037579,0,4.841860294,0,9.383896828,0,0,0,0,0,0,0,5.370806694,0,4.891084194,0,4.91593504,2.177754879,1.566469908,1.443029165,2.310438633,0,2.459857464,0,0,4.29934597,0,0,0,3.498535395,5.219340324
PPN_005,0,2.192007065,2.415176153,0,0,2.714293242,0,0,4.238022804,0,3.499449015,0,0,0,0,0,0,0,0,0,0,3.280326843,68.37631989,0,4.378870487,2.277568817,18.59469795,10.13564205,1358.953125,131.6994781,0,17.27097702,26.91211605,23.68006706,0,0,9.058818817,38.13983917,35.34264374,0,22.57641411,0,7.799391987,11.39169884,5.675753117,6.647792816,0,10.62114429,0,0,8.195591927,0,8.245486259,5.222919464,6.027522564,73.23428893,140.4410553,2300.596924,89.66213226,65.65870096,26.77976323,28.40163994,31.16708183,21.70067596,24.10012245,31.24954987,13.78427696,12.94531012,12.10634327,0,0,6.761712074,8.041978836,9.322245598,0,3.939608335,4.313903213,4.68819809,0,1.594374061,1.063677907,0,0,0,0,0,0,1.565449238,0,2.482652903,0,0,4.367916107,1.263700724,1.275446415,1.953220367,0,2.028276205,0,0,4.218039036,0,0,0,3.269676924,5.198042393
PPN_006,0,2.112739325,0,2.288227558,0,0,4.225488186,0,3.704905987,0,4.531012058,0,0,0,0,0,0,0,0,0,0,2.16340518,58.44482803,0,2.137177229,1.892129779,23.1299572,13.55467796,940.4387817,102.1921539,0,9.767043114,25.72157288,31.81191635,0,0,14.8269918,25.2325325,22.97327614,0,16.92965889,0,7.239446762,12.30680943,0,5.386302471,0,4.442223549,0,0,4.132468224,0,4.416343212,2.627403259,0,0,135.6326294,1620.401611,70.97211456,57.22314453,21.51887226,24.92947578,25.12988472,20.72501945,22.13215446,0,18.92310429,11.16580391,8.876696587,0,0,5.483112812,4.440926075,3.398739338,2.224686146,2.076558113,0,1.92843008,0,1.168335795,0,0,0,0,0,0,0,0,0,2.459541559,0,2.879980803,1.247019053,2.447998762,2.084393024,0,0,1.866459131,0,0,4.20579052,0,0,0,4.69776535,7.546597481
PPN_007,0,3.547510386,0,0,0,0,1.853322983,0,3.708123207,0,5.550812244,0,0,0,0,0,0,0,0,0,0,0,22.16009331,0,0,3.365754128,11.1870327,0,576.0429688,39.26198959,0,17.88433647,13.49866152,13.67211056,0,0,14.25102377,21.33344841,30.28499031,0,18.46875763,0,0,20.22049522,0,5.989030838,0,8.604072571,0,0,6.837345123,0,0,10.43097305,0,0,56.74523163,799.675415,45.10970306,27.56216193,17.93313456,19.97787666,14.48148346,14.86585045,15.83577824,16.49429512,0,9.332992554,6.116263866,0,0,4.214795589,6.454166412,0,0,2.331782579,2.510656238,2.689529896,0,0.984060109,0,0,0,0,0,0,0,1.907494426,0,2.094176531,0,0,4.727142811,1.588307261,2.291463614,0,0,1.828342795,0,0,4.262645721,0,0,0,4.865122318,7.455297947
PPN_008,0,2.244826555,2.47744894,0,0,4.169649124,0,0,5.571187019,0,7.728842258,0,2.594970226,0,0,0,0,0,0,0,0,3.414374113,37.5315361,0,3.979062557,0,16.89779282,10.34099102,413.0083618,43.61467743,0,9.668763161,14.10350037,17.77406883,0,0,9.533382177,12.00268936,28.82156754,0,12.56258106,0,7.513852715,12.68276119,0,4.414397717,0,5.891294956,0,0,4.717832565,0,4.262607098,2.999750376,4.65457058,55.59552334,106.5364761,792.5135498,51.90875626,32.98604488,16.9394064,20.15251923,44.6825943,0,19.97313881,28.07830811,7.645071507,12.62483311,0,0,3.333955526,4.373468518,6.079918862,6.746856213,0,3.672236681,3.271463752,2.870690823,0,1.285076052,0.99404043,0,0,0,0,0,0,0,0,0,0,0,0,1.474571228,1.323688269,0,0,1.32933569,0,0,3.55836916,0,0,0,4.818962574,0
PPN_009,0,3.440576315,3.981696844,0,0,5.692161083,0,0,3.596416712,0,50.35064316,0,4.195276737,0,0,0,0,0,0,2.31270647,2.666019082,3.019331694,44.2092247,0,7.376044273,2.682616234,19.10602379,0,491.6776123,34.76729965,7.423836708,12.75578785,21.52025986,26.1356945,0,0,20.54368162,28.83843231,56.91987991,0,25.14744186,0,0,24.80098724,0,8.99734211,0,10.79815388,0,0,5.33015871,0,5.299305439,6.965024471,0,0,132.5852356,1016.915588,70.69187927,46.03608418,35.5713377,43.66028976,35.35607529,37.24452209,33.8166275,0,28.00428009,18.17841721,13.21480179,9.449837686,8.157765391,8.90598202,7.181306839,4.704584599,3.519399405,2.334214211,0,4.101216316,1.279428482,2.30195117,0,0,0,0,0,0,0,0,0,1.440750718,0,0,3.514153719,2.274161577,1.955989242,0,0,1.660364628,0,0,3.943415165,0,0,0,4.508735657,7.36525774
PPN_010,0,2.931280613,0,3.268162727,0,6.247433662,0,0,4.089910984,0,6.136105061,0,0,0,0,0,0,0,0,0,0,3.384483576,92.06407928,0,3.801317453,3.361960888,29.61287498,0,4014.62793,119.3643036,0,14.5501852,47.48404503,31.49231339,0,34.07521057,0,19.95542526,36.21922302,0,13.65723801,0,12.11402225,15.70271587,9.857140066,6.850849152,0,9.857948303,0,5.51890707,0,0,20.06723785,0,8.135193825,159.2177739,310.300354,3783.066162,140.1093292,100.8372488,33.41331196,41.56412888,34.47073364,21.73464203,26.8357029,40.91178513,0,6.278090239,6.625971556,8.082637787,5.585419655,4.252038479,2.918657303,0,1.670546293,0,0,0,0,0,0,0,0,0,0,0,0,1.173509359,0,0,0,0,0.975337863,0,1.346641421,0,0,1.322286963,0,0,3.801322699,0,0,0,4.816454411,7.312153339
